fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;color
64;34;44;82;43;540;2010;99551;318;48;95;5;1
66;27;52;81;4,4E+16;530;2020;9,9548E+15;318;48;95;5;1
66;26;52;82;47;520;1910;99541;316;47;95;6;1
64;27;45;83;5;520;1960;9955;318;48;95;5;1
65;26;5;80;51;460;1970;99536;318;47;95;5;1
68;25;3;118;43;530;1330;99524;303;58;104;6;1
63;32;26;120;49;630;1700;9961;314;55;99;6;1
55;24;45;17;46;220;1130;99224;322;48;100;5;1
65;25;27;174;64;290;1400;9,9776E+15;32;49;101;6;1
66;13;29;139;5,6E+16;330;950;99702;317;39;94;6;1
70;39;21;107;98;130;910;9,9657E+15;303;47;93;5;1
79;21;39;20;57;210;1380;9,9176E+15;305;52;109;5;1
70;3;28;22;42;210;1770;99166;32;57;114;5;1
81;2;3;13;3,6E+16;70;490;9,9242E+15;299;73;103;5;1
83;18;3;11;33;200;570;9,9109E+15;302;51;110;6;1
79;21;39;20;57;210;1380;9,9176E+15;305;52;109;5;1
72;17;34;64;42;160;1110;9,9278E+15;299;4;108;6;1
81;2;3;13;3,6E+16;70;490;9,9242E+15;299;73;103;5;1
83;18;3;11;33;200;570;9,9109E+15;302;51;110;6;1
70;39;21;107;98;130;910;9,9657E+15;303;47;93;5;1
68;21;62;64;4,1E+16;70;1130;9,9358E+15;296;59;102;5;1
69;21;62;63;42;70;1090;9,9358E+15;296;59;102;6;1
72;17;34;64;42;160;1110;9,9278E+15;299;4;108;6;1
68;26;34;151;6;420;1620;99705;324;52;105;3;1
72;28;38;20;5,2E+16;230;1560;9912;313;52;111;5;1
79;21;39;20;57;210;1380;9,9176E+15;305;52;109;5;1
70;3;28;22;42;210;1770;99166;32;57;114;5;1
74;34;28;121;49;310;1490;99677;322;49;103;5;1
63;43;32;88;42;180;1060;99172;328;33;129;7;1
68;41;3;88;45;280;1310;9953;312;59;99;5;1
63;4;24;51;3,6E+16;430;1310;9,9186E+15;324;44;113;6;1
51;35;26;68;34;360;1200;9,9188E+15;338;4;115;6;1
51;35;26;68;34;360;1200;9,9188E+15;338;4;115;6;1
63;3;2;37;39;340;1320;9,9158E+15;30;38;107;5;1
69;28;28;122;42;520;1390;9,9522E+15;303;56;104;6;1
70;33;28;57;33;390;2040;9,9176E+15;317;64;125;6;1
67;26;49;81;5,2E+16;480;1970;9,9558E+15;319;48;95;5;1
73;24;3;25;42;310;1040;9911;305;56;113;7;1
67;46;21;40;34;120;880;99016;326;54;130;6;1
51;35;26;68;34;360;1200;9,9188E+15;338;4;115;6;1
51;23;18;10;53;130;990;98956;322;39;115;5;1
63;4;24;51;3,6E+16;430;1310;9,9186E+15;324;44;113;6;1
71;44;23;58;35;240;1000;9,9062E+15;315;57;132;7;1
48;26;23;106;34;230;1110;99274;346;28;115;7;1
68;31;19;35;86;300;1300;993;283;44;96;5;1
68;31;19;35;86;300;1300;993;283;44;96;5;1
70;15;29;164;5,8E+16;450;1100;9978;315;37;97;6;1
65;41;22;48;5,2E+16;490;1420;9946;314;62;92;5;1
62;31;23;33;5,2E+16;340;1130;99429;316;48;84;5;1
80;27;33;12;5;410;1030;9,9002E+15;30;45;124;6;1
80;27;33;12;5;410;1030;9,9002E+15;30;45;124;6;1
65;41;22;48;5,2E+16;490;1420;9946;314;62;92;5;1
62;31;23;33;5,2E+16;340;1130;99429;316;48;84;5;1
67;37;25;25;2,8E+16;240;840;9909;314;36;117;6;1
66;21;5;87;3,6E+16;410;1910;9,9294E+15;296;56;110;6;1
75;26;31;16;32;360;1090;99044;297;43;119;6;1
75;34;28;40;2,8E+16;460;1000;9,8958E+15;32;5;132;7;1
67;37;25;25;2,8E+16;240;840;9909;314;36;117;6;1
64;32;23;162;55;360;1760;9986;326;54;91;5;1
67;24;32;90;23;200;1090;9,9262E+15;334;35;126;6;1
64;32;23;162;55;360;1760;9986;326;54;91;5;1
71;39;79;14;1,94E+16;230;900;9,9212E+15;317;46;105;6;1
82;31;43;70;47;180;870;9,9628E+15;323;64;106;5;1
67;24;32;90;23;200;1090;9,9262E+15;334;35;126;6;1
59;17;29;31;3;320;1230;98913;341;33;137;7;1
59;2;23;15;3,7E+16;380;930;99021;336;49;120;6;1
66;32;26;46;31;260;1200;99198;34;73;125;7;1
59;12;27;48;3;400;1100;99226;355;68;121;6;1
59;18;29;46;32;680;1370;99159;321;38;113;6;1
59;2;23;15;3,7E+16;380;930;99021;336;49;120;6;1
54;17;27;27;49;280;1040;99224;346;55;103;6;1
61;21;3;63;39;470;1360;9,9068E+15;327;31;127;6;1
73;25;26;72;48;520;2070;99587;312;37;92;5;1
73;25;26;72;48;520;2070;99587;312;37;92;5;1
62;22;3;124;5,4E+16;1080;1520;9,9728E+15;31;47;95;6;1
65;27;19;66;45;980;1750;99364;316;34;101;6;1
65;27;19;66;45;980;1750;99364;316;34;101;6;1
66;39;22;40;38;170;980;99018;325;53;130;7;1
60;31;38;48;4;410;1010;9,8968E+15;324;56;131;6;1
84;23;32;13;48;590;1130;9,9178E+15;31;55;110;6;1
73;25;26;72;48;520;2070;99587;312;37;92;5;1
60;22;25;111;5,6E+16;1120;1770;9961;308;36;94;6;1
62;22;3;124;5,4E+16;1080;1520;9,9728E+15;31;47;95;6;1
61;23;27;98;55;740;1340;99534;316;4;102;6;1
65;27;19;66;45;980;1750;99364;316;34;101;6;1
73;36;54;133;5,4E+16;630;1930;99864;306;49;86;4;1
76;37;51;117;94;580;1810;9,9776E+15;291;51;90;5;1
67;26;51;80;62;500;1940;99545;313;5;96;5;1
74;22;27;16;57;450;980;9,9299E+15;329;44;99;7;1
61;22;28;1655;5,9E+16;540;1350;99665;32;38;105;5;1
71;28;31;15;53;200;980;99069;315;5;114;5;1
65;35;31;102;69;580;1700;99692;318;49;94;5;1
68;73;2;66;5,4E+16;250;650;99324;312;28;111;4;1
60;28;24;178;47;420;1110;9,9896E+15;31;45;89;6;1
60;28;24;178;47;420;1110;9,9896E+15;31;45;89;6;1
71;2;37;15;49;280;1290;99226;315;52;108;5;1
68;33;31;74;45;340;1430;99226;306;55;122;6;1
60;28;24;178;47;420;1110;9,9896E+15;31;45;89;6;1
72;24;36;20;2,9E+16;210;630;9,9076E+15;313;63;125;6;1
68;33;31;74;45;340;1430;99226;306;55;122;6;1
72;24;36;20;2,9E+16;210;630;9,9076E+15;313;63;125;6;1
60;28;24;178;47;420;1110;9,9896E+15;31;45;89;6;1
62;27;26;121;46;430;1270;9951;316;37;108;6;1
64;38;26;82;43;280;980;99234;299;31;114;6;1
71;2;37;15;49;280;1290;99226;315;52;108;5;1
60;21;3;87;3,6E+16;470;1270;9,9368E+15;318;39;106;5;1
70;34;1;35;4,4E+16;170;630;9937;301;39;92;5;1
59;435;16;64;31;210;1340;99151;324;46;122;6;1
70;25;33;21;21;170;760;99021;326;45;123;6;1
67;26;29;77;38;400;1790;99479;323;56;104;6;1
70;24;3;123;35;720;1720;9954;299;57;104;6;1
85;23;34;13;35;540;1100;9,9176E+15;307;55;110;7;1
60;21;3;87;3,6E+16;470;1270;9,9368E+15;318;39;106;5;1
70;34;1;35;4,4E+16;170;630;9937;301;39;92;5;1
48;65;12;11;1,3E+16;40;100;99246;332;36;135;4;1
61;22;38;28;1,44E+16;120;650;9908;295;64;114;6;1
58;27;26;35;71;260;690;9,8994E+15;31;38;115;6;1
50;455;18;19;3,6E+16;330;1060;98746;321;83;140;7;1
65;33;3;38;3,6E+16;340;880;9,9028E+15;325;63;125;7;1
65;33;3;38;3,6E+16;340;880;9,9028E+15;325;63;125;7;1
67;31;3;24;38;300;830;98867;309;36;128;7;1
62;39;24;48;3,7E+16;450;1380;99174;323;43;112;7;1
62;39;24;48;3,7E+16;450;1380;99174;323;43;112;7;1
71;37;3;62;4;490;1390;99021;317;27;136;6;1
72;23;82;13;149;700;1090;9,9304E+15;293;42;92;6;1
65;33;3;38;3,6E+16;340;880;9,9028E+15;325;63;125;7;1
72;25;32;15;5,4E+16;240;1050;99154;317;48;111;6;1
62;39;24;48;3,7E+16;450;1380;99174;323;43;112;7;1
47;455;18;19;3,6E+16;330;1060;98746;321;83;140;7;1
71;37;3;62;4;490;1390;99021;317;27;136;6;1
62;28;51;79;5,6E+16;490;2060;9956;318;52;94;5;1
64;35;28;16;3,7E+16;310;1130;98779;312;4;142;7;1
66;31;28;14;35;280;1070;98836;30;4;132;6;1
74;25;37;26;5;240;1320;9,9138E+15;304;53;112;6;1
73;36;34;148;57;460;1730;99751;314;57;102;5;1
67;31;3;24;38;300;830;98867;309;36;128;7;1
86;31;3;9;45;160;1090;99249;295;39;101;5;1
86;31;3;9;45;160;1090;99249;295;39;101;5;1
86;22;33;12;31;380;950;99239;283;31;103;5;1
69;14;29;99;5,6E+16;300;910;9,9512E+15;319;33;99;6;1
65;22;31;39;46;170;1060;99098;315;31;115;5;1
66;32;47;156;63;270;1730;99872;318;56;90;5;1
66;32;47;156;63;270;1730;99872;318;56;90;5;1
61;28;26;15;3;250;1010;9,8894E+15;303;41;121;6;1
62;3;28;16;3,6E+16;280;1060;988245;314;41;133;6;1
69;22;28;78;5;430;1160;99326;322;6;115;8;1
87;31;21;56;39;280;670;9,9328E+15;296;52;110;4;1
73;27;3;13;4;260;840;9,9222E+15;328;53;107;6;1
70;46;2;167;46;500;1840;99898;308;56;94;5;1
57;23;25;795;42;160;1080;9,9486E+15;344;61;103;6;1
65;36;36;67;185;515;1510;9,9528E+15;317;42;93;5;1
82;18;38;11;4;410;920;9,9062E+15;288;6;120;6;1
62;27;32;63;48;470;1590;99282;321;6;110;6;1
69;4;37;89;53;360;1480;996;316;5;93;5;1
49;345;34;10;68;320;1430;9,9138E+15;324;4;101;5;1
72;23;39;15;53;260;1060;99166;318;47;111;6;1
64;2;15;66;46;260;1130;99408;299;58;99;6;1
61;27;32;62;48;470;1610;9,9281E+15;322;6;110;6;1
62;27;32;63;48;470;1590;99282;321;6;110;6;1
60;3;33;21;42;310;1270;98964;332;42;125;6;1
61;3;32;22;42;410;1420;9,8952E+15;331;44;127;7;1
57;14;3;54;45;260;1050;99469;332;45;93;5;1
69;4;37;89;53;360;1480;996;316;5;93;5;1
49;345;34;10;68;320;1430;9,9138E+15;324;4;101;5;1
63;33;2;179;66;360;1610;9991;314;51;88;5;1
70;16;3;26;43;340;900;9,9047E+15;288;47;112;6;1
84;22;3;13;38;450;1220;9,9178E+15;313;54;108;7;1
63;33;2;179;66;360;1610;9991;314;51;88;5;1
70;16;3;26;43;340;900;9,9047E+15;288;47;112;6;1
54;24;18;23;5;220;1450;9,9207E+15;324;46;103;5;1
77;31;36;43;2,6E+16;150;870;9,9152E+15;311;48;120;5;1
56;185;19;71;48;360;1100;9,9438E+15;326;41;95;6;1
56;185;19;71;48;360;1100;9,9438E+15;326;41;95;6;1
66;43;24;119;4;540;1590;9,9622E+15;314;54;98;6;1
76;39;46;117;84;550;1700;9,9773E+15;291;51;90;5;1
72;58;27;58;32;400;1180;9,9088E+15;317;53;130;7;1
60;34;32;38;4,4E+16;130;1160;99108;339;44;118;7;1
75;35;48;124;5,6E+16;610;1765;99803;297;52;88;5;1
73;38;23;65;5;180;1020;9,9304E+15;31;55;112;4;1
54;185;19;71;48;360;1100;9,9438E+15;326;41;95;6;1
63;27;51;76;49;350;2000;9,9548E+15;316;54;94;4;1
65;29;52;79;49;350;1920;99551;316;51;95;6;1
64;17;3;28;34;330;1250;9,9152E+15;303;49;104;6;1
67;18;31;106;35;420;1430;99572;308;49;98;7;1
64;17;3;28;34;330;1250;9,9152E+15;303;49;104;6;1
68;37;67;15;175;160;980;99244;306;56;103;6;1
63;27;51;76;49;350;2000;9,9548E+15;316;54;94;4;1
65;29;52;79;49;350;1920;99551;316;51;95;6;1
61;24;26;17;33;610;1340;9903;319;81;119;7;1
70;32;29;76;25;350;1240;9,9162E+15;315;65;128;7;1
69;27;25;75;3;180;1170;99116;309;38;130;6;1
65;29;53;17;4;410;1920;9922;326;59;104;7;1
65;29;52;17;34;410;1930;99223;325;59;104;6;1
61;22;25;121;35;540;1350;9,9481E+15;321;4;107;5;1
63;22;27;45;3,6E+16;810;1570;9928;305;76;107;7;1
61;24;26;17;33;610;1340;9903;319;81;119;7;1
56;23;25;80;43;310;1010;99429;319;42;104;6;1
70;32;29;76;25;350;1240;9,9162E+15;315;65;128;7;1
68;11;27;86;4,4E+16;450;1040;99454;32;37;99;6;1
68;11;27;86;4,4E+16;450;1040;99454;32;37;99;6;1
73;23;41;146;48;730;2230;9,9863E+15;316;71;94;6;1
61;2;17;16;48;460;1290;991;33;43;114;6;1
68;11;27;86;4,4E+16;450;1040;99454;32;37;99;6;1
73;23;41;146;48;730;2230;9,9863E+15;316;71;94;6;1
69;2;41;11;6;360;1040;9,9317E+15;299;39;92;5;1
67;19;32;37;4,1E+16;260;760;9,9173E+15;29;57;105;7;1
67;28;34;89;48;320;1110;99455;325;54;110;7;1
67;28;34;89;48;320;1110;99455;325;54;110;7;1
80;37;31;47;38;30;1270;9,9186E+15;29;72;121;5;1
67;28;34;89;48;320;1110;99455;325;54;110;7;1
60;26;29;31;4,1E+16;370;1440;98944;322;39;128;7;1
64;24;49;58;53;250;1200;9942;301;98;105;6;1
64;24;49;58;53;250;1200;9942;301;98;105;6;1
64;24;49;58;53;250;1200;9942;301;98;105;6;1
64;25;57;10;62;210;1220;9,9238E+15;30;4;95;5;1
61;25;48;158;5,2E+16;250;940;99782;307;45;92;6;1
68;14;35;15;47;400;1170;99111;307;72;111;6;1
65;38;26;52;42;330;1120;99067;306;5;123;7;1
68;14;35;15;47;400;1170;99111;307;72;111;6;1
54;15;32;25;3,7E+16;100;510;9,8878E+15;304;58;126;6;1
64;25;57;10;62;210;1220;9,9238E+15;30;4;95;5;1
61;25;48;158;5,2E+16;250;940;99782;307;45;92;6;1
68;22;32;59;5,4E+16;400;1520;9938;32;57;108;6;1
72;21;29;31;4,4E+16;390;1220;9,9143E+15;30;6;113;6;1
60;26;29;31;4,1E+16;370;1440;98944;322;39;128;7;1
64;24;49;58;53;250;1200;9942;301;98;105;6;1
65;46;24;115;51;560;1710;9,9588E+15;308;56;98;6;1
65;18;48;180;5,4E+16;560;1830;1,00038E+16;298;61;85;6;1
62;32;12;48;5,4E+16;60;970;99424;316;5;93;5;1
72;4;24;85;55;450;1510;99626;32;52;92;5;1
59;23;24;16;3,7E+16;320;1150;9,9076E+15;321;51;114;6;1
64;18;48;180;5,4E+16;560;1830;1,00038E+16;298;61;85;6;1
62;32;12;48;5,4E+16;60;970;99424;316;5;93;5;1
64;37;12;59;5,6E+16;60;910;99536;306;46;84;4;1
70;23;42;11;62;350;1000;99318;304;4;92;5;1
72;4;24;85;55;450;1510;99626;32;52;92;5;1
76;19;37;131;33;520;1510;99726;318;79;104;6;1
60;28;27;41;46;500;1470;99126;327;56;116;6;1
62;32;45;29;2,9E+16;370;940;98998;325;6;124;6;1
76;19;37;131;33;520;1510;99726;318;79;104;6;1
64;26;26;11;5,2E+16;220;1760;9,9304E+15;309;54;93;5;1
59;25;27;15;2,9E+16;370;810;9892;32;46;122;6;1
61;28;3;775;31;330;1390;9,9296E+15;322;46;110;6;1
69;19;38;115;23;300;1050;9,9047E+15;311;38;114;5;1
64;29;57;10;6;150;1200;9924;306;41;95;5;1
68;27;22;178;34;160;1160;9989;307;53;92;5;1
75;26;38;57;21;230;1250;9,9338E+15;313;62;111;6;1
68;27;22;178;34;160;1160;9989;307;53;92;5;1
64;2;22;74;32;530;1720;9,9404E+15;324;58;110;6;1
73;33;22;14;4,1E+16;400;1770;99287;314;48;99;5;1
73;34;22;14;4,4E+16;430;1760;9,9286E+15;314;46;99;5;1
64;29;57;10;6;150;1200;9924;306;41;95;5;1
61;11;16;44;33;80;1090;9,9058E+15;335;47;124;4;1
63;24;29;16;5,2E+16;480;1850;9934;321;5;94;5;1
62;24;22;79;53;450;1490;99545;323;52;93;5;1
74;16;27;155;5;250;1350;9984;29;43;87;7;1
74;16;27;155;5;250;1350;9984;29;43;87;7;1
74;16;27;155;5;250;1350;9984;29;43;87;7;1
74;16;27;155;5;250;1350;9984;29;43;87;7;1
72;17;28;1755;5;330;1540;99971;294;43;90;7;1
69;19;35;135;38;490;1180;99546;30;63;107;6;1
69;19;35;135;38;490;1180;99546;30;63;107;6;1
68;16;36;13;34;320;980;9,9058E+15;302;58;113;6;1
74;16;27;155;5;250;1350;9984;29;43;87;7;1
68;3;27;116;2,8E+16;220;970;9,9314E+15;296;38;117;6;1
62;24;22;79;53;450;1490;99545;323;52;93;5;1
74;16;27;155;5;250;1350;9984;29;43;87;7;1
72;17;28;1755;5;330;1540;99971;294;43;90;7;1
68;3;27;116;2,8E+16;220;970;9,9314E+15;296;38;117;6;1
65;43;18;1315;32;250;1310;99565;323;51;107;5;1
66;17;36;19;3,6E+16;380;1100;99056;305;54;114;6;1
69;19;35;135;38;490;1180;99546;30;63;107;6;1
68;16;36;13;34;320;980;9,9058E+15;302;58;113;6;1
64;41;1;61;48;200;700;9,9362E+15;319;42;100;5;1
64;41;1;61;48;200;700;9,9362E+15;319;42;100;5;1
74;36;32;19;3,6E+16;270;1190;9,9196E+15;315;49;112;6;1
61;17;21;19;9;440;1300;99255;307;41;97;5;1
55;28;21;16;32;230;850;9,9027E+15;342;42;125;5;1
66;5;26;113;2,9E+16;320;1100;9,9302E+15;327;78;129;8;1
71;44;27;84;57;600;1600;9,9257E+15;316;36;118;6;1
69;38;28;83;62;220;1660;9,9506E+15;316;72;106;5;1
71;44;27;84;57;600;1600;9,9257E+15;316;36;118;6;1
62;24;28;122;49;540;1330;9952;319;37;107;6;1
61;28;27;80;48;410;1620;99498;321;51;99;5;1
76;26;32;13;48;230;760;9903;296;46;120;6;1
75;16;38;127;43;705;1630;9,9706E+15;315;82;104;7;1
65;36;16;13;5,4E+16;110;1070;99398;319;39;85;5;1
66;35;19;105;6;150;820;9,9588E+15;313;38;99;4;1
57;25;26;125;49;525;1200;9,9691E+15;308;45;94;6;1
74;37;26;96;5;330;1340;99608;313;46;104;5;1
57;25;21;15;4,4E+16;210;1080;9,9142E+15;33;59;110;6;1
58;23;21;15;4,4E+16;210;1100;9,9138E+15;33;57;110;6;1
54;265;28;78;5,2E+16;270;910;9,9432E+15;319;38;104;6;1
57;25;27;108;5;580;1160;99592;31;5;98;6;1
57;25;26;125;49;525;1060;9,9691E+15;308;45;94;6;1
59;23;28;86;46;370;1420;9,9432E+15;323;53;106;6;1
62;3;32;12;5,2E+16;320;1850;99266;328;44;101;5;1
65;33;24;145;48;200;960;99456;306;3;115;8;1
74;26;29;37;48;140;730;9915;306;45;114;6;1
70;2;4;11;5,8E+16;300;930;9,9322E+15;303;38;92;6;1
65;21;42;11;5,9E+16;330;1010;9927;312;38;97;6;1
73;25;27;38;47;160;790;9,9173E+15;307;46;113;6;1
68;27;24;46;98;360;1270;9,9412E+15;315;49;96;6;1
67;24;3;102;7;440;1790;99666;286;46;89;6;1
64;14;28;79;57;210;820;99425;326;36;100;6;1
64;5;2;24;5,9E+16;190;1120;9,9314E+15;318;4;92;6;1
66;41;27;107;11;200;1030;99672;308;41;90;6;1
64;25;28;49;3;290;980;99024;309;58;128;7;1
66;41;27;107;11;200;1030;99672;308;41;90;6;1
80;25;35;11;5,4E+16;130;1360;99366;308;55;95;5;1
64;14;28;79;57;210;820;99425;326;36;100;6;1
66;21;34;56;46;300;1400;9,9299E+15;322;38;110;5;1
64;5;2;24;5,9E+16;190;1120;9,9314E+15;318;4;92;6;1
63;29;23;142;3,7E+16;240;990;9,9528E+15;308;38;106;6;1
69;37;23;95;57;540;1660;9,9568E+15;323;42;100;5;1
69;37;23;95;57;540;1660;9,9568E+15;323;42;100;5;1
57;31;28;41;3;220;860;9,9062E+15;331;38;117;7;1
69;45;27;47;35;170;800;9,9058E+15;312;36;125;7;1
69;3;45;14;39;360;1220;99059;307;47;111;7;1
53;23;56;9;4,1E+16;460;1410;99119;316;62;97;5;1
68;3;26;203;3,7E+16;450;1500;9,9727E+15;304;38;123;6;1
67;28;42;35;35;430;1050;99021;318;38;122;6;1
50;255;22;27;43;460;1530;9,9238E+15;375;76;113;6;1
76;4;27;12;53;230;1930;99164;322;38;116;5;1
55;21;25;12;4;180;750;99006;331;56;113;6;1
60;2;25;20;4,1E+16;300;950;9,9078E+15;327;56;111;6;1
61;17;29;11;4,1E+16;320;920;99036;326;57;112;6;1
75;21;29;15;46;350;1070;9,9123E+15;315;45;113;6;1
73;26;32;12;4,1E+16;290;940;9,8978E+15;307;45;120;6;1
62;35;2;181;69;330;1580;99908;315;5;88;6;1
62;35;2;181;69;330;1580;99908;315;5;88;6;1
65;43;31;36;46;190;1430;9,9022E+15;315;34;120;8;1
65;4;31;35;46;220;1470;99024;315;31;120;7;1
74;28;5;121;49;480;1220;9973;301;44;90;5;1
63;23;22;1745;5,4E+16;420;1510;9,9853E+15;312;6;93;6;1
62;34;25;121;5,9E+16;330;1710;99769;314;56;87;6;1
66;44;32;30;95;130;750;98954;31;63;128;6;1
60;13;36;16;5,2E+16;230;720;98974;31;5;115;7;1
63;17;23;57;48;440;1470;99382;308;54;100;5;1
63;18;22;56;47;450;1470;9,9383E+15;309;54;100;5;1
67;31;34;68;5,9E+16;510;2150;9,9538E+15;333;56;103;5;1
66;33;32;156;5,4E+16;620;2270;99734;325;56;104;5;1
63;34;31;60;2;180;680;9,8981E+15;322;29;134;7;1
68;29;32;18;32;180;1300;99095;305;62;112;6;1
74;31;26;86;48;470;2060;9964;326;36;91;5;1
74;31;26;86;48;470;2060;9964;326;36;91;5;1
57;25;27;115;4;240;1200;99411;333;31;108;6;1
68;27;28;78;38;260;890;9915;324;34;125;6;1
59;26;24;24;46;270;1320;99234;363;73;113;5;1
59;65;23;50;35;200;1280;99016;346;48;128;6;1
74;31;26;86;48;470;2060;9964;326;36;91;5;1
66;23;32;15;4,1E+16;80;720;98949;322;39;127;6;1
68;18;35;54;5,4E+16;530;1430;99287;31;54;110;7;1
68;28;29;119;5,2E+16;510;1490;99544;302;58;104;6;1
68;28;29;119;5,2E+16;510;1490;99544;302;58;104;6;1
59;27;27;90;51;430;1360;9941;325;53;107;6;1
61;25;28;100;55;560;1310;9,94E+15;322;35;109;6;1
68;28;29;119;5,2E+16;510;1490;99544;302;58;104;6;1
68;26;29;119;5,2E+16;540;1600;99546;303;58;104;6;1
71;13;29;155;64;560;1155;9,9737E+15;316;41;97;7;1
68;18;35;54;5,4E+16;530;1430;99287;31;54;110;7;1
62;2;25;150;55;80;1200;9,9767E+15;319;53;96;6;1
58;24;28;14;38;400;760;98711;31;29;139;7;1
76;48;31;94;46;60;1940;9,9714E+15;307;61;94;5;1
74;26;32;37;32;290;1930;99134;31;67;125;6;1
62;2;25;150;55;80;1200;9,9767E+15;319;53;96;6;1
61;3;47;14;49;500;1870;9927;319;45;95;5;1
62;32;5;65;48;610;1860;9948;319;45;96;5;1
61;3;47;14;49;500;1870;9927;319;45;95;5;1
63;34;52;63;47;630;1860;9,9481E+15;318;44;96;5;1
74;16;3;137;5,6E+16;330;1680;99825;29;44;87;7;1
74;16;3;137;5,6E+16;330;1680;99825;29;44;87;7;1
74;16;3;137;5,6E+16;330;1680;99825;29;44;87;7;1
74;16;3;137;5,6E+16;330;1680;99825;29;44;87;7;1
74;16;3;137;5,6E+16;330;1680;99825;29;44;87;7;1
74;16;3;137;5,6E+16;330;1680;99825;29;44;87;7;1
72;26;38;15;61;120;1200;99192;318;46;104;5;1
70;31;35;16;63;130;1190;9,9184E+15;322;5;107;5;1
66;22;35;14;5;230;830;99019;317;48;120;7;1
58;23;31;35;4,4E+16;350;1580;98998;319;37;121;7;1
63;17;32;10;4;390;1180;9,8886E+15;331;4;131;8;1
60;19;26;14;39;300;1040;98998;332;41;124;6;1
67;21;34;15;35;450;1230;98949;324;36;126;7;1
74;16;3;137;5,6E+16;330;1680;99825;29;44;87;7;1
66;22;37;16;4;310;1010;9,9009E+15;315;66;120;5;1
68;34;27;52;6;140;1690;9,9252E+15;327;57;116;6;1
71;34;86;14;174;360;990;9,9288E+15;292;5;93;5;1
63;24;22;119;5;650;1790;99659;306;58;93;6;1
69;35;39;24;48;250;1570;9,9133E+15;32;54;111;7;1
68;24;33;32;49;680;1610;99324;31;69;102;6;1
64;25;33;17;3,7E+16;350;1130;99164;323;66;106;6;1
58;19;33;42;38;490;1330;9,9107E+15;316;42;113;7;1
69;24;4;154;5,2E+16;810;1980;9986;32;69;94;5;1
65;31;61;130;53;310;1230;99708;309;5;93;6;1
66;25;32;56;39;150;680;9,9163E+15;296;52;111;6;1
75;38;56;97;55;150;1700;99605;313;65;99;6;1
62;3;3;25;4,1E+16;290;820;99065;331;61;118;7;1
64;33;28;40;4;240;810;9903;326;64;126;7;1
69;24;4;154;5,2E+16;810;1980;9986;32;69;94;5;1
76;27;32;12;43;230;720;99236;306;68;105;5;1
59;24;34;20;3,7E+16;400;1080;9,8948E+15;319;5;123;6;1
53;33;3;12;48;250;1190;99045;332;62;113;6;1
64;21;21;51;9,7E+15;210;1050;9939;307;46;96;5;1
70;22;3;14;4;140;630;98985;32;33;120;6;1
78;27;35;12;5;360;1400;9,9138E+15;309;45;112;5;1
67;2;24;65;4,4E+16;280;1000;9,9348E+15;312;33;102;6;1
81;27;33;13;45;260;1000;99066;298;44;124;6;1
67;2;24;65;4,4E+16;280;1000;9,9348E+15;312;33;102;6;1
71;45;24;27;4;240;870;98862;294;38;134;8;1
58;22;29;13;3,6E+16;250;680;98865;324;35;126;6;1
63;3;48;74;53;340;1490;99472;318;53;98;5;1
79;36;53;129;49;630;1390;99792;294;45;91;5;1
81;27;33;13;45;260;1000;99066;298;44;124;6;1
80;24;33;12;4,4E+16;280;1010;99035;303;43;125;6;1
67;41;27;26;33;250;850;9,9086E+15;305;34;117;6;1
67;24;31;23;4,4E+16;370;1130;99013;329;46;129;6;1
62;3;32;13;5,4E+16;270;1830;99266;33;43;101;5;1
69;26;38;105;4,4E+16;330;1390;9,9517E+15;306;5;103;6;1
67;41;27;26;33;250;850;9,9086E+15;305;34;117;6;1
59;32;2;144;5;290;1440;99666;324;41;103;6;1
61;25;3;12;3,6E+16;420;1070;991;334;56;108;7;1
56;23;29;31;23;190;890;9,9068E+15;325;51;112;6;1
66;23;32;17;24;260;1020;9,9084E+15;329;6;118;6;1
60;17;21;60;5;260;1340;9939;308;54;98;6;1
71;38;42;118;4,1E+16;320;1930;99624;304;49;100;6;1
66;31;37;62;5,2E+16;130;1640;9,9602E+15;324;39;88;4;1
65;38;53;14;142;50;690;9926;314;52;101;4;1
70;44;24;121;5,6E+16;680;2100;99718;305;5;95;5;1
70;44;24;121;5,6E+16;680;2100;99718;305;5;95;5;1
70;44;24;121;5,6E+16;680;2100;99718;305;5;95;5;1
61;38;14;39;6;270;1130;99344;307;34;92;4;1
80;33;32;46;4,1E+16;310;1800;9,9184E+15;292;74;122;6;1
70;44;24;121;5,6E+16;680;2100;99718;305;5;95;5;1
60;19;29;12;46;290;920;9,9033E+15;322;53;113;6;1
63;28;34;81;38;440;1290;9,9248E+15;326;29;121;6;1
61;38;14;39;6;270;1130;99344;307;34;92;4;1
53;43;11;11;2,9E+16;60;510;9,9076E+15;351;48;112;4;1
54;22;35;65;2,9E+16;260;870;99092;329;44;125;7;1
62;345;27;101;5,6E+16;380;1870;9,9486E+15;331;56;106;5;1
56;255;57;107;5,6E+16;660;1710;99464;325;61;104;7;1
52;2;27;32;47;160;930;99235;344;53;101;7;1
62;29;23;124;48;330;2010;9,9612E+15;311;56;99;6;1
63;26;25;52;46;110;1330;9,9202E+15;297;68;110;6;1
